idd,species_id,version_id,flavor_text
4730,194,10,"When it walks around on the ground,
it coats its body with a slimy, poisonous
film."
4731,194,11,"This POKéMON lives in cold water. It will
leave the water to search for food when
it gets cold outside."
4732,194,12,"It lives in cold water, half
burying itself in mud at the
bottom to sleep."
4733,194,13,"When the temperature cools in the
evening, they emerge from water
to seek food along the shore."
4734,194,14,"When walking on land, it covers its
body with a poisonous film that
keeps its skin from dehydrating."
4735,194,15,"This Pokémon lives in cold water.
It will leave the water to search
for food when it gets cold outside."
4736,194,16,"When it walks around on the
ground, it coats its body with a
slimy, poisonous film."
4737,194,17,"When walking on land, it covers its
body with a poisonous film that
keeps its skin from dehydrating."
4738,194,18,"When walking on land, it covers its
body with a poisonous film that
keeps its skin from dehydrating."
4739,194,21,"When walking on land, it covers its
body with a poisonous film that
keeps its skin from dehydrating."
4740,194,22,"When walking on land, it covers its
body with a poisonous film that
keeps its skin from dehydrating."
4741,194,23,"This Pokémon lives in cold water. It will leave the
water to search for food when it gets cold outside."
4742,194,24,"When the temperature cools in the evening,
they emerge from water to seek food along
the shore."
4743,194,25,"Wooper usually lives in water. However, it occasionally comes
out onto land in search of food. On land, it coats its body with
a gooey, toxic film."
4744,194,26,"Wooper usually lives in water. However, it occasionally comes
out onto land in search of food. On land, it coats its body with
a gooey, toxic film."
4745,195,4,"This carefree
POKéMON has an
easy-going nature.While swimming, it
always bumps into
boat hulls."
4746,195,5,"Due to its relaxed
and carefree atti­
tude, it oftenbumps its head on
boulders and boat
hulls as it swims."
4747,195,6,"Its body is always
slimy. It often
bangs its head onthe river bottom
as it swims but
seems not to care."
4748,195,7,"QUAGSIRE hunts for food by leaving
its mouth wide open in water and waiting
for its prey to blunder in unaware.Because the POKéMON does not move,
it does not get very hungry."
4749,195,8,"QUAGSIRE hunts for food by leaving
its mouth wide open in water and waiting
for its prey to blunder in unaware.Because the POKéMON does not move,
it does not get very hungry."
4750,195,9,"A QUAGSIRE hunts by leaving its mouth wide
open in water and waiting for its prey to
blunder in. Because it doesn’t move, it
does not get very hungry."
4751,195,10,"Due to its relaxed and carefree attitude,
it often bumps its head on boulders and
boat hulls as it swims."
4752,195,11,"This carefree POKéMON has an easygoing
nature. While swimming, it always bumps
into boat hulls."
4753,195,12,"It has a sluggish nature. It lies
at the river’s bottom, waiting for
prey to stray into its mouth."
4754,195,13,"A dim-witted Pokémon. It doesn’t
care if it bumps its head into
boats or rocks while swimming."
4755,195,14,"It has an easygoing nature. It
doesn’t care if it bumps its head on
boats and boulders while swimming."
4756,195,15,"This carefree Pokémon has an
easy-going nature. While swimming,
it always bumps into boat hulls."
4757,195,16,"Due to its relaxed and carefree
attitude, it often bumps its head on
boulders and boat hulls as it swims."
4758,195,17,"It has an easygoing nature. It
doesn’t care if it bumps its head on
boats and boulders while swimming."
4759,195,18,"It has an easygoing nature. It
doesn’t care if it bumps its head on
boats and boulders while swimming."
4760,195,21,"It has an easygoing nature. It
doesn’t care if it bumps its head on
boats and boulders while swimming."
4761,195,22,"It has an easygoing nature. It
doesn’t care if it bumps its head on
boats and boulders while swimming."
4762,195,23,"It has a sluggish nature. It lies at the river’s bottom,
waiting for prey to stray into its mouth."
4763,195,24,"This carefree Pokémon has an easygoing nature.
While swimming, it always bumps into boat hulls."
4764,195,25,"Quagsire hunts for food by leaving its mouth wide open in
water and waiting for its prey to blunder in unaware. Because
the Pokémon does not move, it does not get very hungry."
4765,195,26,"Quagsire hunts for food by leaving its mouth wide open in
water and waiting for its prey to blunder in unaware. Because
the Pokémon does not move, it does not get very hungry."
4766,196,4,"It uses the fine
hair that covers
its body to senseair currents and
predict its ene­
my's actions."
4767,196,5,"By reading air
currents, it can
predict thingssuch as the weath­
er or its foe's
next move."
4768,196,6,"The tip of its
forked tail
quivers when it ispredicting its
opponent's next
move."
4769,196,7,"ESPEON is extremely loyal to any
TRAINER it considers to be worthy.
It is said that this POKéMON developedits precognitive powers to protect its
TRAINER from harm."
4770,196,8,"ESPEON is extremely loyal to any
TRAINER it considers to be worthy.
It is said that this POKéMON developedits precognitive powers to protect its
TRAINER from harm."
4771,196,9,"An ESPEON is extremely loyal to any
TRAINER it considers to be worthy. It is
said to have developed precognitive
powers to protect its TRAINER from harm."
4772,196,10,"By reading air currents, it can predict
things such as the weather or its foe’s
next move."
4773,196,11,"It uses the fine hair that covers its body
to sense air currents and predict its
enemy’s actions."
4774,196,12,"Its fur has the look and feel of
velvet. The orb on its forehead
glows when it uses psycho-power."
4775,196,13,"Its fur has the look and feel of
velvet. The orb on its forehead
glows when it uses psycho-power."
4776,196,14,"Its fur is so sensitive, it can
sense minute shifts in the air
and predict the weather."
4777,196,15,"It uses the fine hair that covers
its body to sense air currents and
predict its enemy’s actions."
4778,196,16,"By reading air currents, it can
predict things such as the weather
or its foe’s next move."
4779,196,17,"Its fur is so sensitive, it can
sense minute shifts in the air
and predict the weather."
4780,196,18,"Its fur is so sensitive, it can
sense minute shifts in the air
and predict the weather."
4781,196,21,"Its fur is so sensitive, it can feel
minute shifts in the air and predict the
weather...and its foes’ thoughts."
4782,196,22,"Its fur is so sensitive, it can feel
minute shifts in the air and predict the
weather...and its foes’ thoughts."
4783,196,23,"The tip of its forked tail quivers when it is predicting
its opponent’s next move."
4784,196,24,"Its fur is so sensitive, it can feel minute shifts in the
air and predict the weather...and its foes’ thoughts."
4785,196,25,"Espeon is extremely loyal to any Trainer it considers to
be worthy. It is said that this Pokémon developed its
precognitive powers to protect its Trainer from harm."
4786,196,26,"Espeon is extremely loyal to any Trainer it considers to
be worthy. It is said that this Pokémon developed its
precognitive powers to protect its Trainer from harm."
4787,196,28,"It unleashes psychic power from the orb on its
forehead. When its power is exhausted, the orb
grows dull and dark."
4788,196,29,"Although it originally had no powers at all,
people say its precognitive faculties were
awakened by its need to protect itself."
4789,197,4,"When agitated,
this POKéMON pro­
tects itself byspraying poisonous
sweat from its
pores."
4790,197,5,"When darkness
falls, the rings
on the body beginto glow, striking
fear in the hearts
of anyone nearby."
4791,197,6,"On the night of a
full moon, or when
it gets excited,the ring patterns
on its body glow
yellow."
4792,197,7,"UMBREON evolved as a result of exposure
to the moon’s waves.
It hides silently in darkness and waitsfor its foes to make a move.
The rings on its body glow when it leaps
to attack."
4793,197,8,"UMBREON evolved as a result of exposure
to the moon’s waves.
It hides silently in darkness and waitsfor its foes to make a move.
The rings on its body glow when it leaps
to attack."
4794,197,9,"UMBREON evolved from exposure to the
moon’s energy pulses. It lurks in darkness
and waits for its foes to move. The rings
on its body glow when it leaps to attack."
4795,197,10,"When darkness falls, the rings on its body
begin to glow, striking fear in the hearts
of anyone nearby."
4796,197,11,"When agitated, this POKéMON protects
itself by spraying poisonous sweat from its
pores."
4797,197,12,"The light of the moon changed
EEVEE’s genetic structure. It
lurks in darkness for prey."
4798,197,13,"The light of the moon changed
EEVEE’s genetic structure. It
lurks in darkness for prey."
4799,197,14,"When exposed to the moon’s aura,
the rings on its body glow faintly
and it gains a mysterious power."
4800,197,15,"When agitated, this Pokémon
protects itself by spraying
poisonous sweat from its pores."
4801,197,16,"When darkness falls, the rings
on the body begin to glow, striking
fear in the hearts of anyone nearby."
4802,197,17,"When exposed to the moon’s aura,
the rings on its body glow faintly
and it gains a mysterious power."
4803,197,18,"When exposed to the moon’s aura,
the rings on its body glow faintly
and it gains a mysterious power."
4804,197,21,"When exposed to the moon’s aura,
the rings on its body glow faintly
and it’s filled with a mysterious power."
4805,197,22,"When exposed to the moon’s aura,
the rings on its body glow faintly
and it’s filled with a mysterious power."
4806,197,23,"The light of the moon changed Eevee’s genetic
structure. It lurks in darkness for prey."
4807,197,24,"When exposed to the moon’s aura, the rings on its
body glow faintly and it’s filled with a
mysterious power."
4808,197,25,"Umbreon evolved as a result of exposure to the moon’s waves.
It hides silently in darkness and waits for its foes to make a
move. The rings on its body glow when it leaps to attack."
4809,197,26,"Umbreon evolved as a result of exposure to the moon’s waves.
It hides silently in darkness and waits for its foes to make a
move. The rings on its body glow when it leaps to attack."
4810,197,28,"With its black fur, it blends into the darkness.
It bides its time, and when prey appears, this
Pokémon goes for its throat, and then eats it."
4811,197,29,"This Pokémon is nocturnal. Even in total
darkness, its large eyes can spot its
prey clearly!"
4812,198,4,"Feared and loathed
by many, it is
believed to bringmisfortune to all
those who see it
at night."
4813,198,5,"It is said that
when chased, it
lures its attackeronto dark mountain
trails where the
foe will get lost."
4814,198,6,"It hides any shiny
object it finds in
a secret location.MURKROW and
MEOWTH loot one
another's stashes."
4815,198,7,"MURKROW was feared and loathed as the
alleged bearer of ill fortune.
This POKéMON shows strong interest inanything that sparkles or glitters.
It will even try to steal rings from
women."
4816,198,8,"MURKROW was feared and loathed as the
alleged bearer of ill fortune.
This POKéMON shows strong interest inanything that sparkles or glitters.
It will even try to steal rings from
women."
4817,198,9,"MURKROW were feared as the alleged
bearers of ill fortune. It shows strong
interest in anything that sparkles. It will
even try to steal rings from women."
4818,198,10,"It is said that when chased, it lures its
attacker onto dark mountain trails where
the foe will get lost."
4819,198,11,"Feared and loathed by many, it is
believed to bring misfortune to all those
who see it at night."
4820,198,12,"It is believed that seeing this
Pokémon at night will bring
about ominous occurrences."
4821,198,13,"It appears near travelers to lure
them into deep forests. It is said
to carry misfortune."
4822,198,14,"If spotted, it will lure an unwary
person into chasing it, then lose
the pursuer on mountain trails."
4823,198,15,"Feared and loathed by many,
it is believed to bring misfortune to
all those who see it at night."
4824,198,16,"It is said that when chased, it
lures its attacker onto dark mountain
trails where the foe will get lost."
4825,198,17,"If spotted, it will lure an unwary
person into chasing it, then lose
the pursuer on mountain trails."
4826,198,18,"If spotted, it will lure an unwary
person into chasing it, then lose
the pursuer on mountain trails."
4827,198,21,"If spotted, it will lure an unwary
person into chasing it then lose
the pursuer on mountain trails."
4828,198,22,"If spotted, it will lure an unwary
person into chasing it then lose
the pursuer on mountain trails."
4829,198,23,"It hides any shiny object it finds in a secret
location. Murkrow and Meowth loot one
another’s stashes."
4830,198,24,"Feared and loathed by many, it is believed to bring
misfortune to all those who see it at night."
4831,198,25,"Murkrow was feared and loathed as the alleged bearer of ill
fortune. This Pokémon shows strong interest in anything that
sparkles or glitters. It will even try to steal rings from women."
4832,198,26,"Murkrow was feared and loathed as the alleged bearer of ill
fortune. This Pokémon shows strong interest in anything that
sparkles or glitters. It will even try to steal rings from women."
4833,198,28,"Seen as a symbol of bad luck, it’s generally
disliked. Yet it gives presents—objects that
sparkle or shine—to Trainers it’s close to."
4834,198,29,"It has a weakness for shiny things. It’s been
known to sneak into the nests of Gabite—noted
collectors of jewels—in search of treasure."
4835,199,4,"It has incredible
intellect and in­
tuition. Whateverthe situation, it
remains calm and
collected."
4836,199,5,"When its head was
bitten, toxins
entered SLOWPOKE'shead and unlocked
an extraordinary
power."
4837,199,6,"Every time it ya­
wns, SHELLDER
injects more poi­son into it. The
poison makes it
more intelligent."
4838,199,7,"SLOWKING undertakes research every
day in an effort to solve the mysteries
of the world.However, this POKéMON apparently
forgets everything it has learned if
the SHELLDER on its head comes off."
4839,199,8,"SLOWKING undertakes research every
day in an effort to solve the mysteries
of the world.However, this POKéMON apparently
forgets everything it has learned if
the SHELLDER on its head comes off."
4840,199,9,"It undertakes research every day to
solve the mysteries of the world.
However, it apparently forgets everything
if the SHELLDER on its head comes off."
4841,199,10,"When its head was bitten, toxins entered
SLOWPOKE’s head and unlocked an
extraordinary power."
4842,199,11,"It has incredible intellect and intuition.
Whatever the situation, it remains calm
and collected."
4843,199,12,"Being bitten by SHELLDER gave it
intelligence comparable to that of
award-winning scientists."
4844,199,13,"Being bitten by SHELLDER gave it
intelligence comparable to that of
award-winning scientists."
4845,199,14,"Being bitten by SHELLDER gave it
intelligence comparable to that of
award-winning scientists."
4846,199,15,"It has incredible intellect and
intuition. Whatever the situation,
it remains calm and collected."
4847,199,16,"When its head was bitten, toxins
entered SLOWPOKE’s head and unlocked
an extraordinary power."
4848,199,17,"Being bitten by Shellder gave it
intelligence comparable to that of
award-winning scientists."
4849,199,18,"Being bitten by Shellder gave it
intelligence comparable to that of
award-winning scientists."
4850,199,21,"Being bitten by Shellder gave it
intelligence comparable to that of
award-winning scientists."
4851,199,22,"Being bitten by Shellder gave it
intelligence comparable to that of
award-winning scientists."
4852,199,23,"It has incredible intellect and intuition. Whatever
the situation, it remains calm and collected."
4853,199,24,"When its head was bitten, toxins entered
Slowpoke’s head and unlocked an
extraordinary power."
4854,199,25,"Slowking undertakes research every day in an effort to solve
the mysteries of the world. However, this Pokémon apparently
forgets everything it has learned if the Shellder on its head
comes off."
4855,199,26,"Slowking undertakes research every day in an effort to solve
the mysteries of the world. However, this Pokémon apparently
forgets everything it has learned if the Shellder on its head
comes off."
4856,199,28,"This Pokémon is so famed for its intellect that a
proverb still persists in some regions: “When in
doubt, ask Slowking.”"
4857,199,29,"It’s constantly coming up with new ideas that
would change the world, but as soon as it
hits upon a new idea, it forgets it."
4858,200,4,"It likes playing
mischievous tricks
such as screamingand wailing to
startle people at
night."
4859,200,5,"It loves to bite
and yank people's
hair from behindwithout warning,
just to see their
shocked reactions."
4860,200,6,"It loves to watch
people it's scar­
ed. It frightensthem by screaming
loudly or appear­
ing suddenly."
4861,200,7,"MISDREAVUS frightens people with a
creepy, sobbing cry. The POKéMON
apparently uses its red spheres toabsorb the fearful feelings of foes and
turn them into nutrition."
4862,200,8,"MISDREAVUS frightens people with a
creepy, sobbing cry. The POKéMON
apparently uses its red spheres toabsorb the fearful feelings of foes and
turn them into nutrition."
4863,200,9,"A MISDREAVUS frightens people with a
creepy, sobbing cry. It apparently uses
its red spheres to absorb the fear of foes
as its nutrition."
4864,200,10,"It loves to bite and yank people’s hair
from behind without warning, just to see
their shocked reactions."
4865,200,11,"It likes playing mischievous tricks such as
screaming and wailing to startle people at
night. "
4866,200,12,"It loves to sneak up on people
late at night, then startle them
with its shrieklike cry."
4867,200,13,"It gets nourishment from fear
that it absorbs into its red orbs.
In daytime, it sleeps in darkness."
4868,200,14,"A Pokémon that startles people in
the middle of the night. It gathers
fear as its energy."
4869,200,15,"It likes playing mischievous tricks,
such as screaming and wailing to
startle people at night. "
4870,200,16,"It loves to bite and yank people’s
hair from behind without warning,
just to see their shocked reactions."
4871,200,17,"A Pokémon that startles people in
the middle of the night. It gathers
fear as its energy."
4872,200,18,"A Pokémon that startles people in
the middle of the night. It gathers
fear as its energy."
4873,200,21,"A Pokémon that startles people in
the middle of the night. It gathers
fear as its energy."
4874,200,22,"A Pokémon that startles people in
the middle of the night. It gathers
fear as its energy."
4875,200,23,"It gets nourishment from fear that it absorbs into its
red orbs. In daytime, it sleeps in darkness."
4876,200,24,"It likes playing mischievous tricks, such as
screaming and wailing to startle people at night."
4877,200,25,"Misdreavus frightens people with a creepy, sobbing cry.
The Pokémon apparently uses its red spheres to absorb the
fearful feelings of foes and turn them into nutrition."
4878,200,26,"Misdreavus frightens people with a creepy, sobbing cry.
The Pokémon apparently uses its red spheres to absorb the
fearful feelings of foes and turn them into nutrition."
4879,200,28,"If you hear a sobbing sound emanating from a
vacant room, it’s undoubtedly a bit of mischief
from Misdreavus."
4880,200,29,"What gives meaning to its life is surprising
others. If you set your ear against the red orbs
around its neck, you can hear shrieking."
4881,201,4,"Their shapes look
like hieroglyphs
on ancient tab­lets. It is said
that the two are
somehow related."
4882,201,5,"Its flat, thin
body is always
stuck on walls.Its shape appears
to have some mean­
ing."
4883,201,6,"Because different
types of UNOWN
exist, it is saidthat they must
have a variety of
abilities."
4884,201,7,"This POKéMON is shaped like ancient
writing. It is a mystery as to which
came first, the ancient writings or thevarious UNOWN. Research into this
topic is ongoing but nothing is known."
4885,201,8,"This POKéMON is shaped like ancient
writing. It is a mystery as to which
came first, the ancient writings or thevarious UNOWN. Research into this
topic is ongoing but nothing is known."
4886,201,9,"This POKéMON is shaped like ancient text
characters. Although research is ongoing,
it is a mystery as to which came first,
the ancient writings or the various UNOWN."
4887,201,10,"Its flat, thin body is always stuck on
walls. Its shape appears to have some
meaning."
4888,201,11,"Their shapes look like hieroglyphs on
ancient tablets. It is said that the two
are somehow related."
4889,201,12,"Shaped like ancient writing, it is
a huge mystery whether
language or UNOWN came first."
4890,201,13,"They seem to communicate among
each other telepathically. They
are always found stuck on walls."
4891,201,14,"When alone, nothing happens.
However, if there are two or more,
an odd power is said to emerge."
4892,201,15,"Their shapes look like hieroglyphs
on ancient tablets. It is said
that the two are somehow related."
4893,201,16,"Its flat, thin body is always
stuck on walls. Its shape appears
to have some meaning."
4894,201,17,"When alone, nothing happens.
However, if there are two or more,
an odd power is said to emerge."
4895,201,18,"When alone, nothing happens.
However, if there are two or more,
an odd power is said to emerge."
4896,201,21,"When alone, nothing happens.
However, if there are two or more,
an odd power is said to emerge."
4897,201,22,"When alone, nothing happens.
However, if there are two or more,
an odd power is said to emerge."
4898,201,23,"Its flat, thin body is always stuck on walls. Its shape
appears to have some meaning."
4899,201,24,"Shaped like ancient writing, it is a huge mystery
whether language or Unown came first."
4900,201,25,"This Pokémon is shaped like ancient writing. It is a mystery as
to which came first, the ancient writings or the various Unown.
Research into this topic is ongoing but nothing is known."
4901,201,26,"This Pokémon is shaped like ancient writing. It is a mystery as
to which came first, the ancient writings or the various Unown.
Research into this topic is ongoing but nothing is known."
4902,202,4,"It hates light and
shock. If attack­
ed, it inflatesits body to pump
up its counter­
strike."
4903,202,5,"To keep its pitch-
black tail hidden,
it lives quietlyin the darkness.
It is never first
to attack."
4904,202,6,"In order to con­
ceal its black
tail, it lives ina dark cave and
only moves about
at night."
4905,202,7,"If two or more WOBBUFFET meet, they will
turn competitive and try to outdo each
other’s endurance.However, they may try to see which one
can endure the longest without food.
TRAINERS need to beware of this habit."
4906,202,8,"WOBBUFFET does nothing but endure
attacks - it won’t attack on its own.
However, it won’t endure an attack onits tail. When that happens, the
POKéMON will try to take the foe with it
using DESTINY BOND."
4907,202,9,"Usually docile, a WOBBUFFET strikes back
ferociously if its black tail is attacked.
It makes its lair in caves where it waits
for nightfall."
4908,202,10,"To keep its pitch-black tail hidden, it
lives quietly in the darkness. It is never
first to attack."
4909,202,11,"It hates light and shock. If attacked,
it inflates its body to pump up its
counterstrike."
4910,202,12,"It desperately tries to keep its
black tail hidden. It is said to be
proof the tail hides a secret."
4911,202,13,"It desperately tries to keep its
black tail hidden. It is said to be
proof the tail hides a secret."
4912,202,14,"It desperately tries to keep its
black tail hidden. It is said to be
proof the tail hides a secret."
4913,202,15,"It hates light and shock. If
attacked, it inflates its body to
build up its counterstrike."
4914,202,16,"To keep its pitch-black tail hidden,
it lives quietly in the darkness.
It is never first to attack."
4915,202,17,"It desperately tries to keep its
black tail hidden. It is said to be
proof the tail hides a secret."
4916,202,18,"It desperately tries to keep its
black tail hidden. It is said to be
proof the tail hides a secret."
4917,202,21,"It desperately tries to keep its
black tail hidden. It is said to be
proof the tail hides a secret."
4918,202,22,"It desperately tries to keep its
black tail hidden. It is said to be
proof the tail hides a secret."
4919,202,23,"It hates light and shock. If attacked, it inflates its
body to build up its counterstrike."
4920,202,24,"To keep its pitch-black tail hidden, it lives quietly in
the darkness. It is never first to attack."
4921,202,25,"If two or more Wobbuffet meet, they will turn competitive
and try to outdo each other’s endurance. However, they may
try to see which one can endure the longest without food.
Trainers need to beware of this habit."
4922,202,26,"Wobbuffet does nothing but endure attacks—it won’t attack on
its own. However, it won’t endure an attack on its tail. When
that happens, the Pokémon will try to take the foe with it using
Destiny Bond."
4923,203,4,"Its tail has a
small brain of its
own. Beware! Ifyou get close, it
may react to your
scent and bite."
4924,203,5,"Its tail, which
also contains a
small brain, maybite on its own if
it notices an
alluring smell."
4925,203,6,"When it is in
danger, its tail
uses some sort ofmysterious powers
to drive away the
enemy."
4926,203,7,"GIRAFARIG’s rear head also has a brain,
but it is small. The rear head attacks in
response to smells and sounds.Approaching this POKéMON from behind
can cause the rear head to suddenly
lash out and bite."
4927,203,8,"GIRAFARIG’s rear head contains a tiny
brain that is too small for thinking.
However, the rear head doesn’t need tosleep, so it can keep watch over its
surroundings 24 hours a day."
4928,203,9,"A GIRAFARIG is an herbivore--it eats
grass and tree shoots. While it is eating,
its tail makes chewing and swallowing
motions as if it were also eating."
4929,203,10,"Its tail, which also contains a small
brain, may bite on its own if it notices an
alluring smell."
4930,203,11,"Its tail has a small brain of its own.
Beware! If you get close, it may react
to your scent and bite."
4931,203,12,"Its tail also has a small brain.
It bites to repel any foe trying
to sneak up on it from behind."
4932,203,13,"While it sleeps, the head on its
tail keeps watch. The tail doesn’t
need to sleep."
4933,203,14,"The head on its tail contains a
small brain. It can instinctively
fight even while facing backward."
4934,203,15,"Its tail has a small brain of its
own. Beware! If you get close, it
may react to your scent by biting."
4935,203,16,"Its tail, which also contains a
small brain, may bite on its own if
it notices an alluring smell."
4936,203,17,"The head on its tail contains a
small brain. It can instinctively
fight even while facing backward."
4937,203,18,"The head on its tail contains a
small brain. It can instinctively
fight even while facing backward."
4938,203,21,"The head on its tail contains a
small brain. It can instinctively
fight even while facing backward."
4939,203,22,"The head on its tail contains a
small brain. It can instinctively
fight even while facing backward."
4940,203,23,"While it sleeps, the head on its tail keeps watch.
The tail doesn’t need to sleep."
4941,203,24,"Its tail has a small brain of its own. Beware! If you
get close, it may react to your scent by biting."
4942,203,25,"Girafarig’s rear head also has a brain, but it is small. The rear
head attacks in response to smells and sounds. Approaching
this Pokémon from behind can cause the rear head to suddenly
lash out and bite."
4943,203,26,"Girafarig’s rear head contains a tiny brain that is too small for
thinking. However, the rear head doesn’t need to sleep, so it
can keep watch over its surroundings 24 hours a day."
4944,204,4,"It likes to make
its shell thicker
by adding layersof tree bark. The
additional weight
doesn't bother it."
4945,204,5,"It hangs and waits
for flying insect
prey to come near.It does not move
about much on its
own."
4946,204,6,"It spits out a
fluid that it uses
to glue tree barkto its body. The
fluid hardens when
it touches air."
4947,204,7,"PINECO hangs from a tree branch and
patiently waits for prey to come along.
If the POKéMON is disturbed whileeating by someone shaking its tree, it
drops down to the ground and explodes
with no warning."
4948,204,8,"PINECO hangs from a tree branch and
patiently waits for prey to come along.
If the POKéMON is disturbed whileeating by someone shaking its tree, it
drops down to the ground and explodes
with no warning."
4949,204,9,"A PINECO hangs from a tree branch and
waits for prey. While eating, if it is
disturbed by someone shaking its tree, it
falls on the ground and suddenly explodes."
4950,204,10,"It hangs and waits for flying-insect prey
to come near. It does not move about
much on its own."
4951,204,11,"It likes to make its shell thicker by
adding layers of tree bark. The extra
weight doesn’t bother it."
4952,204,12,"It looks just like a pinecone.
Its shell protects it from bird
Pokémon that peck it by mistake."
4953,204,13,"It looks just like a pinecone.
Its shell protects it from bird
Pokémon that peck it by mistake."
4954,204,14,"It looks just like a pinecone.
Its shell protects it from bird
Pokémon that peck it by mistake."
4955,204,15,"It likes to make its shell thicker
by adding layers of tree bark. The
additional weight doesn’t bother it."
4956,204,16,"It hangs and waits for flying insect
prey to come near. It does not move
about much on its own."
4957,204,17,"It looks just like a pinecone.
Its shell protects it from bird
Pokémon that peck it by mistake."
4958,204,18,"It looks just like a pinecone.
Its shell protects it from bird
Pokémon that peck it by mistake."
4959,204,21,"It looks just like a pinecone.
Its shell protects it from bird
Pokémon that peck it by mistake."
4960,204,22,"It looks just like a pinecone.
Its shell protects it from bird
Pokémon that peck it by mistake."
4961,204,23,"It likes to make its shell thicker by adding layers of
tree bark. The additional weight doesn’t bother it."
4962,204,24,"It looks just like a pinecone. Its shell protects it
from bird Pokémon that peck it by mistake."
4963,204,25,"Pineco hangs from a tree branch and patiently waits for prey to
come along. If the Pokémon is disturbed while eating by
someone shaking its tree, it drops down to the ground and
explodes with no warning."
4964,204,26,"Pineco hangs from a tree branch and patiently waits for prey to
come along. If the Pokémon is disturbed while eating by
someone shaking its tree, it drops down to the ground and
explodes with no warning."
4965,204,29,"Motionless, it hangs from trees, waiting for
its bug Pokémon prey to come to it. Its favorite
in Alola is Cutiefly."
4966,205,4,"Its entire body is
shielded by a
steel-hard shell.What lurks inside
the armor is a
total mystery."
4967,205,5,"It remains immova­
bly rooted to its
tree. It scatterspieces of its hard
shell to drive its
enemies away."
4968,205,6,"Usually found
hanging on to a
fat tree trunk. Itshoots out bits of
its shell when it
sees action."
4969,205,7,"FORRETRESS conceals itself inside its
hardened steel shell. The shell is opened
when the POKéMON is catching prey,but it does so at such a quick pace
that the shell’s inside cannot be seen."
4970,205,8,"FORRETRESS conceals itself inside its
hardened steel shell. The shell is opened
when the POKéMON is catching prey,but it does so at such a quick pace
that the shell’s inside cannot be seen."
4971,205,9,"It keeps itself inside its steel shell.
The shell is opened when it is catching
prey, but it is so quick that the shell’s
inside cannot be seen."
4972,205,10,"It remains immovably rooted to its tree.
It scatters pieces of its hard shell to
drive its enemies away."
4973,205,11,"Its entire body is shielded by a steel-
hard shell. What lurks inside the armor is
a total mystery."
4974,205,12,"It is encased in a steel shell. Its
peering eyes are all that can be
seen of its mysterious innards."
4975,205,13,"It is encased in a steel shell. Its
peering eyes are all that can be
seen of its mysterious innards."
4976,205,14,"It is encased in a steel shell. Its
peering eyes are all that can be
seen of its mysterious innards."
4977,205,15,"Its entire body is shielded by a
steel-hard shell. What lurks inside
this shell is a total mystery."
4978,205,16,"It remains immovably rooted to its
tree. It scatters pieces of its hard
shell to drive its enemies away."
4979,205,17,"It is encased in a steel shell. Its
peering eyes are all that can be
seen of its mysterious innards."
4980,205,18,"It is encased in a steel shell. Its
peering eyes are all that can be
seen of its mysterious innards."
4981,205,21,"It is encased in a steel shell. Its
peering eyes are all that can be
seen of its mysterious innards."
4982,205,22,"It is encased in a steel shell. Its
peering eyes are all that can be
seen of its mysterious innards."
4983,205,23,"It is encased in a steel shell. Its peering eyes are
all that can be seen of its mysterious innards."
4984,205,24,"It remains immovably rooted to its tree. It scatters
pieces of its hard shell to drive its enemies away."
4985,205,25,"Forretress conceals itself inside its hardened steel shell.
The shell is opened when the Pokémon is catching prey,
but it does so at such a quick pace that the shell’s inside
cannot be seen."
4986,205,26,"Forretress conceals itself inside its hardened steel shell.
The shell is opened when the Pokémon is catching prey,
but it does so at such a quick pace that the shell’s inside
cannot be seen."
4987,205,29,"When something approaches it, it fires off
fragments of its steel shell in attack. This is not
a conscious action but a conditioned reflex."
4988,206,4,"When spotted, this
POKéMON escapes
backward by furi­ously boring into
the ground with
its tail."
4989,206,5,"If spotted, it es­
capes by burrowing
with its tail.It can float just
slightly using its
wings."
4990,206,6,"It hides deep
inside caves where
no light everreaches it and
remains virtually
motionless there."
4991,206,7,"DUNSPARCE has a drill for its tail.
It uses this tail to burrow into the
ground backwards.This POKéMON is known to make its nest
in complex shapes deep under the
ground."
4992,206,8,"DUNSPARCE has a drill for its tail.
It uses this tail to burrow into the
ground backwards.This POKéMON is known to make its nest
in complex shapes deep under the
ground."
4993,206,9,"Its drill-tipped tail is used to burrow into
the ground backwards. This POKéMON is
known to make its nest in complex shapes
deep under the ground."
4994,206,10,"If spotted, it escapes by burrowing with
its tail. It can hover just slightly using
its wings."
4995,206,11,"When spotted, this POKéMON escapes
backward by furiously boring into the
ground with its tail."
4996,206,12,"It digs into the ground with its
tail and makes a mazelike nest.
It can fly just a little."
4997,206,13,"It digs into the ground with its
tail and makes a mazelike nest.
It can fly just a little."
4998,206,14,"It digs into the ground with its
tail and makes a mazelike nest.
It can fly just a little."
4999,206,15,"When spotted, this Pokémon escapes
backward by furiously boring into
the ground with its tail."
5000,206,16,"If spotted, it escapes by burrowing
with its tail. It can float just
slightly using its wings."
5001,206,17,"It digs into the ground with its
tail and makes a mazelike nest.
It can fly just a little."
5002,206,18,"It digs into the ground with its
tail and makes a mazelike nest.
It can fly just a little."
5003,206,21,"It creates mazes in dark locations.
When spotted, it flees into the
ground by digging with its tail."
