id,ability_id,version_group_id,flavor_text
1077,95,10,"Boosts Speed if there is
a status problem."
1078,95,11,"Boosts Speed if there is
a status problem."
1079,95,14,"Boosts Speed if there is
a status problem."
1080,95,15,"Boosts the Speed stat if the
Pokémon has a status condition."
1081,95,16,"Boosts the Speed stat if the
Pokémon has a status condition."
1082,95,17,"Boosts the Speed stat if the Pokémon has a
status condition."
1083,95,18,"Boosts the Speed stat if the Pokémon has a
status condition."
1084,96,8,"All the Pokémon’s moves
become the Normal type."
1085,96,9,"All the Pokémon’s moves
become the Normal type."
1086,96,10,"All the Pokémon’s moves
become the Normal type."
1087,96,11,"All the Pokémon’s moves
become the Normal type."
1088,96,14,"All the Pokémon’s moves
become the Normal type."
1089,96,15,"All the Pokémon’s moves
become Normal type."
1090,96,16,"All the Pokémon’s moves
become Normal type."
1091,96,17,"All the Pokémon’s moves become Normal type.
The power of those moves is boosted a little."
1092,96,18,"All the Pokémon’s moves become Normal type.
The power of those moves is boosted a little."
1093,97,8,"Powers up moves if they
become critical hits."
1094,97,9,"Powers up moves if they
become critical hits."
1095,97,10,"Powers up moves if they
become critical hits."
1096,97,11,"Powers up moves if they
become critical hits."
1097,97,14,"Powers up moves if they
become critical hits."
1098,97,15,"Powers up moves if they
become critical hits."
1099,97,16,"Powers up moves if they
become critical hits."
1100,97,17,"Powers up moves if they become critical hits
when attacking."
1101,97,18,"Powers up moves if they become critical hits
when attacking."
1102,98,8,"The Pokémon only takes
damage from attacks."
1103,98,9,"The Pokémon only takes
damage from attacks."
1104,98,10,"The Pokémon only takes
damage from attacks."
1105,98,11,"The Pokémon only takes
damage from attacks."
1106,98,14,"The Pokémon only takes
damage from attacks."
1107,98,15,"The Pokémon only takes
damage from attacks."
1108,98,16,"The Pokémon only takes
damage from attacks."
1109,98,17,The Pokémon only takes damage from attacks.
1110,98,18,The Pokémon only takes damage from attacks.
1111,99,8,"Ensures the Pokémon and
its foe’s attacks land."
1112,99,9,"Ensures the Pokémon and
its foe’s attacks land."
1113,99,10,"Ensures both Pokémon’s
and foe’s attacks land."
1114,99,11,"Ensures attacks by or
against the Pokémon land."
1115,99,14,"Ensures attacks by or
against the Pokémon land."
1116,99,15,"Ensures attacks by or
against the Pokémon land."
1117,99,16,"Ensures that attacks by or
against the Pokémon will land."
1118,99,17,"The Pokémon employs no-guard tactics to ensure
incoming and outgoing attacks always land."
1119,99,18,"The Pokémon employs no-guard tactics to ensure
incoming and outgoing attacks always land."
1120,100,8,"The Pokémon moves after
even slower foes."
1121,100,9,"The Pokémon moves after
even slower foes."
1122,100,10,"The Pokémon moves after
even slower foes."
1123,100,11,"The Pokémon moves after
all other Pokémon do."
1124,100,14,"The Pokémon moves after
all other Pokémon do."
1125,100,15,"The Pokémon moves after
all other Pokémon do."
1126,100,16,"The Pokémon moves after
all other Pokémon do."
1127,100,17,The Pokémon moves after all other Pokémon do.
1128,100,18,The Pokémon moves after all other Pokémon do.
1129,101,8,"Powers up the Pokémon’s
weaker moves."
1130,101,9,"Powers up the Pokémon’s
weaker moves."
1131,101,10,"Powers up the Pokémon’s
weaker moves."
1132,101,11,"Powers up the Pokémon’s
weaker moves."
1133,101,14,"Powers up the Pokémon’s
weaker moves."
1134,101,15,"Powers up the Pokémon’s
weaker moves."
1135,101,16,"Powers up the Pokémon’s
weaker moves."
1136,101,17,Powers up the Pokémon’s weaker moves.
1137,101,18,Powers up the Pokémon’s weaker moves.
1138,102,8,"Prevents status problems
in sunny weather."
1139,102,9,"Prevents status problems
in sunny weather."
1140,102,10,"Prevents problems with
status in sunny weather."
1141,102,11,"Prevents problems with
status in sunny weather."
1142,102,14,"Prevents problems with
status in sunny weather."
1143,102,15,"Prevents status conditions
in sunny weather."
1144,102,16,"Prevents status conditions
in sunny weather."
1145,102,17,Prevents status conditions in sunny weather.
1146,102,18,Prevents status conditions in harsh sunlight.
1147,103,8,"The Pokémon can’t use
any held items."
1148,103,9,"The Pokémon can’t use
any held items."
1149,103,10,"The Pokémon can’t use
any held items."
1150,103,11,"The Pokémon can’t use
any held items."
1151,103,14,"The Pokémon can’t use
any held items."
1152,103,15,"The Pokémon can’t use
any held items."
1153,103,16,"The Pokémon can’t use
any held items."
1154,103,17,The Pokémon can’t use any held items.
1155,103,18,The Pokémon can’t use any held items.
1156,104,8,"Moves can be used
regardless of abilities."
1157,104,9,"Moves can be used
regardless of abilities."
1158,104,10,"Moves can be used
regardless of abilities."
1159,104,11,"Moves can be used
regardless of Abilities."
1160,104,14,"Moves can be used
regardless of Abilities."
1161,104,15,"Moves can be used on the target
regardless of its Abilities."
1162,104,16,"Moves can be used on the target
regardless of its Abilities."
1163,104,17,"Moves can be used on the target regardless of
its Abilities."
1164,104,18,"Moves can be used on the target regardless of
its Abilities."
1165,105,8,"Heightens the critical-hit
ratios of moves."
1166,105,9,"Heightens the critical-hit
ratios of moves."
1167,105,10,"Heightens the critical-
hit ratios of moves."
1168,105,11,"Heightens the critical-
hit ratios of moves."
1169,105,14,"Heightens the critical-
hit ratios of moves."
1170,105,15,"Boosts the critical-hit
ratios of moves."
1171,105,16,"Boosts the critical-hit
ratios of moves."
1172,105,17,"The Pokémon is so lucky that the critical-hit ratios
of its moves are boosted."
1173,105,18,"The Pokémon is so lucky that the critical-hit ratios
of its moves are boosted."
1174,106,8,"Damages the foe landing
the finishing hit."
1175,106,9,"Damages the foe landing
the finishing hit."
1176,106,10,"Damages the foe landing
the finishing hit."
1177,106,11,"Damages the attacker
landing the finishing hit."
1178,106,14,"Damages the attacker
landing the finishing hit."
1179,106,15,"Damages the attacker
landing the finishing hit."
1180,106,16,"Damages the attacker
landing the finishing hit."
1181,106,17,"Damages the attacker if it contacts the Pokémon
with a finishing hit."
1182,106,18,"Damages the attacker if it contacts the Pokémon
with a finishing hit."
1183,107,8,"Senses the foe’s
dangerous moves."
1184,107,9,"Senses the foe’s
dangerous moves."
1185,107,10,"Senses the foe’s
dangerous moves."
1186,107,11,"Senses a foe’s
dangerous moves."
1187,107,14,"Senses a foe’s
dangerous moves."
1188,107,15,"Senses an opposing Pokémon’s
dangerous moves."
1189,107,16,"Senses an opposing Pokémon’s
dangerous moves."
1190,107,17,"The Pokémon can sense an opposing Pokémon’s
dangerous moves."
1191,107,18,"The Pokémon can sense an opposing Pokémon’s
dangerous moves."
1192,108,8,"Determines what moves
the foe has."
1193,108,9,"Determines what moves
the foe has."
1194,108,10,"Determines what moves
the foe has."
1195,108,11,"Determines what moves
a foe has."
1196,108,14,"Determines what moves
a foe has."
1197,108,15,"Determines what moves
an opposing Pokémon has."
1198,108,16,"Determines what moves
an opposing Pokémon has."
1199,108,17,"When it enters a battle, the Pokémon can tell one of
the moves an opposing Pokémon has."
1200,108,18,"When it enters a battle, the Pokémon can tell one of
the moves an opposing Pokémon has."
1201,109,8,"Ignores any change in
ability by the foe."
1202,109,9,"Ignores any change in
ability by the foe."
1203,109,10,"Ignores any change in
ability by the foe."
1204,109,11,"Ignores any stat changes
in the Pokémon."
1205,109,14,"Ignores any stat changes
in the Pokémon."
1206,109,15,"Ignores the opposing
Pokémon’s stat changes."
1207,109,16,"Ignores the opposing
Pokémon’s stat changes."
1208,109,17,"When attacking, the Pokémon ignores the target
Pokémon’s stat changes."
1209,109,18,"When attacking, the Pokémon ignores the target
Pokémon’s stat changes."
1210,110,8,"Powers up “not very
effective” moves."
1211,110,9,"Powers up “not very
effective” moves."
1212,110,10,"Powers up “not very
effective” moves."
1213,110,11,"Powers up “not very
effective” moves."
1214,110,14,"Powers up “not very
effective” moves."
1215,110,15,"Powers up “not very
effective” moves."
1216,110,16,"Powers up “not very
effective” moves."
1217,110,17,"The Pokémon can use “not very effective” moves
to deal regular damage. "
1218,110,18,"The Pokémon can use “not very effective” moves
to deal regular damage. "
1219,111,8,"Powers down super­
effective moves."
1220,111,9,"Powers down super­
effective moves."
1221,111,10,"Reduces damage from
supereffective attacks."
1222,111,11,"Reduces damage from
supereffective attacks."
1223,111,14,"Reduces damage from
supereffective attacks."
1224,111,15,"Reduces damage from
supereffective attacks."
1225,111,16,"Reduces damage from
supereffective attacks."
1226,111,17,Reduces the power of supereffective attacks taken.
1227,111,18,Reduces the power of supereffective attacks taken.
1228,112,8,"Temporarily halves Attack
and Speed."
1229,112,9,"Temporarily halves Attack
and Speed."
1230,112,10,"Temporarily halves
Attack and Speed."
1231,112,11,"Temporarily halves
Attack and Speed."
1232,112,14,"Temporarily halves
Attack and Speed."
1233,112,15,"Temporarily halves the Pokémon’s
Attack and Speed stats."
1234,112,16,"Temporarily halves the Pokémon’s
Attack and Speed stats."
1235,112,17,"For five turns, the Pokémon’s Attack and Speed
stats are halved."
1236,112,18,"For five turns, the Pokémon’s Attack and Speed
stats are halved."
1237,113,8,"Enables moves to hit
Ghost-type foes."
1238,113,9,"Enables moves to hit
Ghost-type foes."
1239,113,10,"Enables moves to hit
Ghost-type foes."
1240,113,11,"Enables moves to hit
Ghost-type Pokémon."
1241,113,14,"Enables moves to hit
Ghost-type Pokémon."
1242,113,15,"Makes Normal- and Fighting-type
moves hit Ghost-type Pokémon."
1243,113,16,"Makes Normal- and Fighting-type
moves hit Ghost-type Pokémon."
1244,113,17,"The Pokémon can hit Ghost-type Pokémon with
Normal- and Fighting-type moves."
1245,113,18,"The Pokémon can hit Ghost-type Pokémon with
Normal- and Fighting-type moves."
1246,114,8,"The Pokémon draws in all
Water-type moves."
1247,114,9,"The Pokémon draws in all
Water-type moves."
1248,114,10,"The Pokémon draws in all
Water-type moves."
1249,114,11,"Draws in all Water-type
moves to up Sp. Attack."
1250,114,14,"Draws in all Water-type
moves to up Sp. Attack."
1251,114,15,"Draws in all Water-type moves
to boost its Sp. Atk stat."
1252,114,16,"Draws in all Water-type moves
to boost its Sp. Atk stat."
1253,114,17,"Draws in all Water-type moves. Instead of being hit 
by Water-type moves, it boosts its Sp. Atk."
1254,114,18,"Draws in all Water-type moves. Instead of being hit 
by Water-type moves, it boosts its Sp. Atk."
1255,115,8,"The Pokémon regains HP in
a hailstorm."
1256,115,9,"The Pokémon regains HP in
a hailstorm."
1257,115,10,"The Pokémon regains HP in
a hailstorm."
1258,115,11,"The Pokémon gradually
regains HP in a hailstorm."
1259,115,14,"The Pokémon gradually
regains HP in a hailstorm."
1260,115,15,"The Pokémon gradually
regains HP in a hailstorm."
1261,115,16,"The Pokémon gradually
regains HP in a hailstorm."
1262,115,17,The Pokémon gradually regains HP in a hailstorm.
1263,115,18,The Pokémon gradually regains HP in a hailstorm.
1264,116,8,"Powers down super­
effective moves."
1265,116,9,"Powers down super­
effective moves."
1266,116,10,"Reduces damage from
supereffective attacks"
1267,116,11,"Reduces damage from
supereffective attacks."
1268,116,14,"Reduces damage from
supereffective attacks."
1269,116,15,"Reduces damage from
supereffective attacks."
1270,116,16,"Reduces damage from
supereffective attacks."
1271,116,17,Reduces the power of supereffective attacks taken.
1272,116,18,Reduces the power of supereffective attacks taken.
1273,117,8,"The Pokémon summons a
hailstorm in battle."
1274,117,9,"The Pokémon summons a
hailstorm in battle."
1275,117,10,"The Pokémon summons a
hailstorm in battle."
1276,117,11,"The Pokémon summons a
hailstorm in battle."
1277,117,14,"The Pokémon summons a
hailstorm in battle."
1278,117,15,"The Pokémon summons a
hailstorm when it enters a battle."
1279,117,16,"The Pokémon summons a
hailstorm when it enters a battle."
1280,117,17,"The Pokémon summons a hailstorm when it enters
a battle."
1281,117,18,"The Pokémon summons a hailstorm when it enters
a battle."
1282,118,8,"The Pokémon may gather
Honey from somewhere."
1283,118,9,"The Pokémon may gather
Honey from somewhere."
1284,118,10,"The Pokémon may gather
Honey from somewhere."
1285,118,11,"The Pokémon may gather
Honey from somewhere."
1286,118,14,"The Pokémon may gather
Honey from somewhere."
1287,118,15,"The Pokémon may gather
Honey from somewhere."
1288,118,16,"The Pokémon may gather
Honey from somewhere."
1289,118,17,The Pokémon may gather Honey after a battle.
1290,118,18,The Pokémon may gather Honey after a battle.
1291,119,8,"The Pokémon can check
the foe’s held item."
1292,119,9,"The Pokémon can check
the foe’s held item."
1293,119,10,"The Pokémon can check
the foe’s held item."
1294,119,11,"The Pokémon can check
a foe’s held item."
1295,119,14,"The Pokémon can check
a foe’s held item."
1296,119,15,"The Pokémon can check an
opposing Pokémon’s held item."
1297,119,16,"The Pokémon can check an
opposing Pokémon’s held item."
1298,119,17,"When it enters a battle, the Pokémon can check an
opposing Pokémon’s held item."
1299,119,18,"When it enters a battle, the Pokémon can check an
opposing Pokémon’s held item."
1300,120,8,"Powers up moves that
have recoil damage."
1301,120,9,"Powers up moves that
have recoil damage."
1302,120,10,"Powers up moves that
have recoil damage."
1303,120,11,"Powers up moves that
have recoil damage."
1304,120,14,"Powers up moves that
have recoil damage."
1305,120,15,"Powers up moves that
have recoil damage."
1306,120,16,"Powers up moves that
have recoil damage."
1307,120,17,Powers up moves that have recoil damage.
1308,120,18,Powers up moves that have recoil damage.
1309,121,8,"Changes type to match
the held Plate."
1310,121,9,"Changes type to match
the held Plate."
1311,121,10,"Changes type to match
the held Plate."
1312,121,11,"Changes type to match
the held Plate."
1313,121,14,"Changes type to match
the held Plate."
1314,121,15,"Changes the Pokémon’s type
to match the Plate it holds."
1315,121,16,"Changes the Pokémon’s type
to match the Plate it holds."
1316,121,17,"Changes the Pokémon’s type to match the Plate or
Z-Crystal it holds."
1317,121,18,"Changes the Pokémon’s type to match the Plate or
Z-Crystal it holds."
1318,122,8,"Powers up party Pokémon
when it is sunny."
1319,122,9,"Powers up party Pokémon
when it is sunny."
1320,122,10,"Powers up party Pokémon
when it is sunny."
1321,122,11,"Powers up party Pokémon
when it is sunny."
1322,122,14,"Powers up party Pokémon
when it is sunny."
1323,122,15,"Powers up party Pokémon
when it is sunny."
1324,122,16,"Powers up party Pokémon
when it is sunny."
1325,122,17,"Boosts the Attack and Sp. Def stats of itself
and allies when it is sunny."
1326,122,18,"Boosts the Attack and Sp. Def stats of itself
and allies in harsh sunlight."
1327,123,8,"Reduces a sleeping foe’s
HP."
1328,123,9,"Reduces a sleeping foe’s
HP."
1329,123,10,"Reduces a sleeping
foe’s HP."
1330,123,11,"Reduces a sleeping
foe’s HP."
1331,123,14,"Reduces a sleeping
foe’s HP."
1332,123,15,"Reduces the HP of sleeping
opposing Pokémon."
1333,123,16,"Reduces the HP of sleeping
opposing Pokémon."
1334,123,17,Reduces the HP of sleeping opposing Pokémon.
1335,123,18,Reduces the HP of sleeping opposing Pokémon.
1336,124,11,"Steals an item when hit
by another Pokémon."
1337,124,14,"Steals an item when hit
by another Pokémon."
1338,124,15,"Steals an item from an attacker
that made direct contact."
1339,124,16,"Steals an item from an attacker
that made direct contact."
1340,124,17,"Steals an item from an attacker that made
direct contact."
1341,124,18,"Steals an item from an attacker that made
direct contact."
1342,125,11,"Removes added effects to
increase move damage."
1343,125,14,"Removes added effects to
increase move damage."
1344,125,15,"Removes additional effects to
increase move damage."
1345,125,16,"Removes additional effects to
increase move damage."
1346,125,17,"Removes additional effects to increase the power
of moves when attacking."
1347,125,18,"Removes additional effects to increase the power
of moves when attacking."
1348,126,11,"Makes stat changes have
an opposite effect."
1349,126,14,"Makes stat changes have
an opposite effect."
1350,126,15,"Makes stat changes have
an opposite effect."
1351,126,16,"Makes stat changes have
an opposite effect."
1352,126,17,Makes stat changes have an opposite effect.
1353,126,18,Makes stat changes have an opposite effect.
1354,127,11,"Makes the foe nervous and
unable to eat Berries."
1355,127,14,"Makes the foe nervous and
unable to eat Berries."
1356,127,15,"Unnerves opposing Pokémon and
makes them unable to eat Berries."
1357,127,16,"Unnerves opposing Pokémon and
makes them unable to eat Berries."
1358,127,17,"Unnerves opposing Pokémon and makes them unable
to eat Berries."
1359,127,18,"Unnerves opposing Pokémon and makes them unable
to eat Berries."
1360,128,11,"When its stats are lowered
its Attack increases."
1361,128,14,"When its stats are lowered
its Attack increases."
1362,128,15,"Boosts the Pokémon’s Attack stat
when its stats are lowered."
1363,128,16,"Boosts the Pokémon’s Attack stat
when its stats are lowered."
1364,128,17,"Boosts the Pokémon’s Attack stat sharply when its
stats are lowered."
1365,128,18,"Boosts the Pokémon’s Attack stat sharply when its
stats are lowered."
1366,129,11,"Lowers stats when HP
becomes half or less."
1367,129,14,"Lowers stats when HP
becomes half or less."
1368,129,15,"Lowers stats when HP
becomes half or less."
1369,129,16,"Lowers stats when HP
becomes half or less."
1370,129,17,"Halves the Pokémon’s Attack and Sp. Atk stats
when its HP becomes half or less."
1371,129,18,"Halves the Pokémon’s Attack and Sp. Atk stats
when its HP becomes half or less."
1372,130,11,"May disable a move used
on the Pokémon."
1373,130,14,"May disable a move used
on the Pokémon."
1374,130,15,"May disable a move used
on the Pokémon."
1375,130,16,"May disable a move used
on the Pokémon."
1376,130,17,May disable a move used on the Pokémon.
1377,130,18,May disable a move used on the Pokémon.
1378,131,11,"May heal an ally’s status
conditions."
1379,131,14,"May heal an ally’s status
conditions."
1380,131,15,"Sometimes heals an
ally’s status condition."
1381,131,16,"Sometimes heals an
ally’s status condition."
1382,131,17,Sometimes heals an ally’s status condition.
1383,131,18,Sometimes heals an ally’s status condition.
1384,132,11,"Reduces damage done
to allies."
1385,132,14,"Reduces damage done
to allies."
1386,132,15,"Reduces damage done
to allies."
1387,132,16,Reduces damage done to allies.
1388,132,17,Reduces damage done to allies.
1389,132,18,Reduces damage done to allies.
1390,133,11,"Physical attacks lower
Defense and raise Speed."
1391,133,14,"Physical attacks lower
Defense and raise Speed."
1392,133,15,"Physical attacks lower its Defense
stat and raise its Speed stat."
1393,133,16,"Physical attacks lower its Defense
stat and raise its Speed stat."
1394,133,17,"Physical attacks to the Pokémon lower its Defense
stat but sharply raise its Speed stat."
1395,133,18,"Physical attacks to the Pokémon lower its Defense
stat but sharply raise its Speed stat."
1396,134,11,"Doubles the Pokémon’s
weight."
1397,134,14,"Doubles the Pokémon’s
weight."
1398,134,15,Doubles the Pokémon’s weight.
1399,134,16,Doubles the Pokémon’s weight.
1400,134,17,Doubles the Pokémon’s weight.
1401,134,18,Doubles the Pokémon’s weight.
1402,135,11,"Halves the Pokémon’s
weight."
1403,135,14,"Halves the Pokémon’s
weight."
1404,135,15,Halves the Pokémon’s weight.
1405,135,16,Halves the Pokémon’s weight.
1406,135,17,Halves the Pokémon’s weight.
1407,135,18,Halves the Pokémon’s weight.
1408,136,11,"Reduces damage when HP
is full."
1409,136,14,"Reduces damage when HP
is full."
1410,136,15,"Reduces damage the Pokémon
takes when its HP is full."
1411,136,16,"Reduces the damage taken by the
Pokémon when its HP is full."
1412,136,17,"Reduces the amount of damage the Pokémon takes
when its HP is full."
1413,136,18,"Reduces the amount of damage the Pokémon takes
when its HP is full."
1414,137,11,"Powers up physical
attacks when poisoned."
1415,137,14,"Powers up physical
attacks when poisoned."
1416,137,15,"Powers up physical attacks when
the Pokémon is poisoned."
1417,137,16,"Powers up physical attacks when
the Pokémon is poisoned."
1418,137,17,"Powers up physical attacks when the Pokémon
is poisoned."
1419,137,18,"Powers up physical attacks when the Pokémon
is poisoned."
1420,138,11,"Powers up special attacks
when burned."
1421,138,14,"Powers up special attacks
when burned."
1422,138,15,"Powers up special attacks when
the Pokémon is burned."
1423,138,16,"Powers up special attacks when
the Pokémon is burned."
1424,138,17,"Powers up special attacks when the Pokémon
is burned."
1425,138,18,"Powers up special attacks when the Pokémon
is burned."
1426,139,11,"May create another
Berry after one is used."
1427,139,14,"May create another
Berry after one is used."
1428,139,15,"May create another
Berry after one is used."
1429,139,16,"May create another
Berry after one is used."
1430,139,17,May create another Berry after one is used.
1431,139,18,May create another Berry after one is used.
1432,140,11,"Anticipates an ally’s
attack and dodges it."
1433,140,14,"Anticipates an ally’s
attack and dodges it."
1434,140,15,"Anticipates an ally’s
attack and dodges it."
1435,140,16,"Anticipates an ally’s
attack and dodges it."
1436,140,17,Anticipates an ally’s attack and dodges it.
1437,140,18,Anticipates an ally’s attack and dodges it.
1438,141,11,"Raises one stat and
lowers another."
1439,141,14,"Raises one stat and
lowers another."
1440,141,15,"Raises one stat and
lowers another."
1441,141,16,"Raises one stat and
lowers another."
1442,141,17,"Raises one stat sharply and lowers another
every turn."
1443,141,18,"Raises one stat sharply and lowers another
every turn."
1444,142,11,"Protects the Pokémon from
damage from weather."
1445,142,14,"Protects the Pokémon from
damage from weather."
1446,142,15,"Protects the Pokémon from things
like sand, hail, and powder."
1447,142,16,"Protects the Pokémon from things
like sand, hail, and powder."
1448,142,17,"Protects the Pokémon from things like sand, hail,
and powder."
1449,142,18,"Protects the Pokémon from things like sand, hail,
and powder."
1450,143,11,"May poison targets when a
Pokémon makes contact."
1451,143,14,"May poison targets when a
Pokémon makes contact."
1452,143,15,"May poison a target when the
Pokémon makes contact."
1453,143,16,"May poison a target when the
Pokémon makes contact."
1454,143,17,"May poison a target when the Pokémon
makes contact."
1455,143,18,"May poison a target when the Pokémon
makes contact."
1456,144,11,"Restores a little HP when
withdrawn from battle."
1457,144,14,"Restores a little HP when
withdrawn from battle."
1458,144,15,"Restores a little HP when
withdrawn from battle."
1459,144,16,"Restores a little HP when
withdrawn from battle."
1460,144,17,Restores a little HP when withdrawn from battle.
1461,144,18,Restores a little HP when withdrawn from battle.
1462,145,11,"Protects the Pokémon from
Defense-lowering attacks."
1463,145,14,"Protects the Pokémon from
Defense-lowering attacks."
1464,145,15,"Protects the Pokémon from
Defense-lowering attacks."
1465,145,16,"Protects the Pokémon from
Defense-lowering attacks."
1466,145,17,"Protects the Pokémon from
Defense-lowering effects."
1467,145,18,"Protects the Pokémon from
Defense-lowering effects."
1468,146,11,"Boosts the Pokémon’s
Speed in a sandstorm."
1469,146,14,"Boosts the Pokémon’s
Speed in a sandstorm."
1470,146,15,"Boosts the Pokémon’s
Speed stat in a sandstorm."
1471,146,16,"Boosts the Pokémon’s
Speed stat in a sandstorm."
1472,146,17,Boosts the Pokémon’s Speed stat in a sandstorm.
1473,146,18,Boosts the Pokémon’s Speed stat in a sandstorm.
1474,147,11,"Makes status-changing
moves more likely to miss."
1475,147,14,"Makes status-changing
moves more likely to miss."
1476,147,15,"Makes status moves
more likely to miss."
1477,147,16,"Makes status moves
more likely to miss."
1478,147,17,Makes status moves more likely to miss.
1479,147,18,Makes status moves more likely to miss.
1480,148,11,"Boosts move power when
the Pokémon moves last."
1481,148,14,"Boosts move power when
the Pokémon moves last."
1482,148,15,"Boosts move power when the
Pokémon moves after the target."
1483,148,16,"Boosts move power when the
Pokémon moves after the target."
1484,148,17,Boosts move power when the Pokémon moves last.
1485,148,18,Boosts move power when the Pokémon moves last.
1486,149,11,"Comes out disguised as
the Pokémon in back."
1487,149,14,"Comes out disguised as
the Pokémon in back."
1488,149,15,"Comes out disguised as the
Pokémon in the party’s last spot."
1489,149,16,"Comes out disguised as the
Pokémon in the party’s last spot."
1490,149,17,"Comes out disguised as the Pokémon in the party’s
last spot."
1491,149,18,"Comes out disguised as the Pokémon in the party’s
last spot."
1492,150,11,"It transforms itself into
the Pokémon it is facing."
1493,150,14,"It transforms itself into
the Pokémon it is facing."
1494,150,15,"The Pokémon transforms itself
into the Pokémon it’s facing."
1495,150,16,"The Pokémon transforms itself
into the Pokémon it’s facing."
1496,150,17,"The Pokémon transforms itself into the Pokémon
it’s facing."
1497,150,18,"The Pokémon transforms itself into the Pokémon
it’s facing."
1498,151,11,"Passes through the foe’s
barrier and strikes."
1499,151,14,"Passes through the foe’s
barrier and strikes."
1500,151,15,"Passes through the opposing
Pokémon’s barrier and strikes."
1501,151,16,"Passes through the opposing
Pokémon’s barrier and strikes."
1502,151,17,"Passes through the opposing Pokémon’s barrier,
substitute, and the like and strikes."
1503,151,18,"Passes through the opposing Pokémon’s barrier,
substitute, and the like and strikes."
1504,152,11,"Contact with this Pokémon
spreads this Ability."
1505,152,14,"Contact with this Pokémon
spreads this Ability."
1506,152,15,"Contact with the Pokémon
spreads this Ability."
1507,152,16,"Contact with the Pokémon
spreads this Ability."
1508,152,17,"Contact with the Pokémon changes the attacker’s
Ability to Mummy."
1509,152,18,"Contact with the Pokémon changes the attacker’s
Ability to Mummy."
1510,153,11,"Boosts Attack after
knocking out any Pokémon."
1511,153,14,"Boosts Attack after
knocking out any Pokémon."
1512,153,15,"Boosts the Attack stat after
knocking out any Pokémon."
1513,153,16,"Boosts the Attack stat after
knocking out any Pokémon."
1514,153,17,"The Pokémon shows moxie, and that boosts the
Attack stat after knocking out any Pokémon."
1515,153,18,"The Pokémon shows moxie, and that boosts the
Attack stat after knocking out any Pokémon."
1516,154,11,"Raises Attack when hit by
a Dark-type move."
1517,154,14,"Raises Attack when hit by
a Dark-type move."
1518,154,15,"Boosts the Attack stat when
it’s hit by a Dark-type move."
1519,154,16,"Boosts the Attack stat when
it’s hit by a Dark-type move."
1520,154,17,"Being hit by a Dark-type move boosts the Attack
stat of the Pokémon, for justice."
1521,154,18,"Being hit by a Dark-type move boosts the Attack
stat of the Pokémon, for justice."
1522,155,11,"Some move types scare
it and boost its Speed."
1523,155,14,"Some move types scare
it and boost its Speed."
1524,155,15,"Some move types scare
it and boost its Speed stat."
1525,155,16,"Some move types scare
it and boost its Speed stat."
1526,155,17,"Dark-, Ghost-, and Bug-type moves scare the
Pokémon and boost its Speed stat."
1527,155,18,"Dark-, Ghost-, and Bug-type moves scare the
Pokémon and boost its Speed stat."
1528,156,11,"Reflects status-
changing moves."
1529,156,14,"Reflects status-
changing moves."
1530,156,15,Reflects status moves.
1531,156,16,Reflects status moves.
1532,156,17,"Reflects status moves, instead of getting hit
by them."
1533,156,18,"Reflects status moves, instead of getting hit
by them."
1534,157,11,"Boosts Attack when hit by
a Grass-type move."
1535,157,14,"Boosts Attack when hit by
a Grass-type move."
1536,157,15,"Boosts the Attack stat when hit
by a Grass-type move."
1537,157,16,"Boosts the Attack stat when hit
by a Grass-type move."
1538,157,17,"Boosts the Attack stat if hit by a Grass-type move,
instead of taking damage."
1539,157,18,"Boosts the Attack stat if hit by a Grass-type move,
instead of taking damage."
1540,158,11,"Gives priority to a
status move."
1541,158,14,"Gives priority to a
status move."
1542,158,15,"Gives priority to a
status move."
1543,158,16,Gives priority to a status move.
1544,158,17,Gives priority to a status move.
1545,158,18,Gives priority to a status move.
1546,159,11,"Boosts certain moves’
power in a sandstorm."
1547,159,14,"Boosts certain moves’
power in a sandstorm."
1548,159,15,"Boosts certain moves’
power in a sandstorm."
1549,159,16,"Boosts certain moves’
power in a sandstorm."
1550,159,17,"Boosts the power of Rock-, Ground-, and Steel-type
moves in a sandstorm."
1551,159,18,"Boosts the power of Rock-, Ground-, and Steel-type
moves in a sandstorm."
1552,160,11,"Inflicts damage to the
Pokémon on contact."
1553,160,14,"Inflicts damage to the
Pokémon on contact."
1554,160,15,"Inflicts damage to the
attacker on contact."
1555,160,16,"Inflicts damage to the
attacker on contact."
1556,160,17,"Inflicts damage to the attacker on contact with
iron barbs."
1557,160,18,"Inflicts damage to the attacker on contact with
iron barbs."
1558,161,11,"Changes the Pokémon’s
shape when HP is halved."
1559,161,14,"Changes the Pokémon’s
shape when HP is halved."
1560,161,15,"Changes the Pokémon’s
shape when HP is half or less."
1561,161,16,"Changes the Pokémon’s
shape when HP is half or less."
1562,161,17,"Changes the Pokémon’s shape when HP is half
or less."
1563,161,18,"Changes the Pokémon’s shape when HP is half
or less."
1564,162,11,"Boosts the accuracy of its
allies and itself."
1565,162,14,"Boosts the accuracy of its
allies and itself."
1566,162,15,"Boosts the accuracy of its
allies and itself."
1567,162,16,"Boosts the accuracy of its
allies and itself."
1568,162,17,Boosts the accuracy of its allies and itself.
1569,162,18,Boosts the accuracy of its allies and itself.
1570,163,11,"Moves can be used
regardless of Abilities."
1571,163,14,"Moves can be used
regardless of Abilities."
