id,move_id,version_group_id,flavor_text
2933,210,9,"The foe is slashed
with scythes or
claws. Its power
increases if it hits
in succession."
2934,210,10,"The foe is slashed
with scythes or
claws. Its power
increases if it hits
in succession."
2935,210,11,"The target is slashed with scythes or
claws. Its power increases if it hits
in succession."
2936,210,14,"The target is slashed with scythes or
claws. Its power increases if it hits
in succession."
2937,210,15,"The target is slashed with scythes or
claws. This attack becomes more powerful
if it hits in succession."
2938,210,16,"The target is slashed with scythes or
claws. This attack becomes more powerful
if it hits in succession."
2939,210,17,"The target is slashed with scythes or claws. This
attack becomes more powerful if it hits
in succession."
2940,210,18,"The target is slashed with scythes or claws. This
attack becomes more powerful if it hits
in succession."
2941,211,3,"Stiff wings strike
the foe."
2942,211,4,"Stiff wings strike
the foe."
2943,211,5,"Strikes the foe with hard
wings spread wide."
2944,211,6,"Strikes the foe with hard
wings spread wide."
2945,211,7,"The foe is hit with
wings of steel.
It may also raise
the user’s DEFENSE."
2946,211,8,"The foe is hit with
wings of steel.
It may also raise the
user’s Defense stat.
"
2947,211,9,"The foe is hit with
wings of steel.
It may also raise the
user’s Defense stat.
"
2948,211,10,"The foe is hit with
wings of steel.
It may also raise the
user’s Defense stat.
"
2949,211,11,"The target is hit with wings of steel.
It may also raise the user’s Defense stat."
2950,211,14,"The target is hit with wings of steel.
It may also raise the user’s Defense stat."
2951,211,15,"The target is hit with wings of steel.
This may also raise the user’s Defense stat."
2952,211,16,"The target is hit with wings of steel.
This may also raise the user’s Defense stat."
2953,211,17,"The target is hit with wings of steel. This may also
raise the user’s Defense stat."
2954,211,18,"The target is hit with wings of steel. This may also
raise the user’s Defense stat."
2955,212,3,"Prevents fleeing
or switching."
2956,212,4,"Prevents fleeing
or switching."
2957,212,5,"Fixes the foe with a mean
look that prevents escape."
2958,212,6,"Fixes the foe with a mean
look that prevents escape."
2959,212,7,"The foe is fixed
with a mean look
that prevents it
from escaping."
2960,212,8,"The user affixes the
foe with a dark,
arresting look.
The target becomes
unable to flee."
2961,212,9,"The user affixes the
foe with a dark,
arresting look.
The target becomes
unable to flee."
2962,212,10,"The user affixes the
foe with a dark,
arresting look.
The target becomes
unable to flee."
2963,212,11,"The user pins the target with a dark,
arresting look.
The target becomes unable to flee."
2964,212,14,"The user pins the target with a dark,
arresting look.
The target becomes unable to flee."
2965,212,15,"The user pins the target with a dark,
arresting look.
The target becomes unable to flee."
2966,212,16,"The user pins the target with a dark,
arresting look.
The target becomes unable to flee."
2967,212,17,"The user pins the target with a dark, arresting look.
The target becomes unable to flee."
2968,212,18,"The user pins the target with a dark, arresting look.
The target becomes unable to flee."
2969,213,3,"Makes the opposite
gender infatuated."
2970,213,4,"Makes the opposite
gender infatuated."
2971,213,5,"Makes the opposite gender
less likely to attack."
2972,213,6,"Makes the opposite gender
less likely to attack."
2973,213,7,"If it is the other
gender, the foe is
made infatuated and
unlikely to attack."
2974,213,8,"If it is the opposite
gender of the user,
the foe becomes
infatuated and less
likely to attack."
2975,213,9,"If it is the opposite
gender of the user,
the foe becomes
infatuated and less
likely to attack."
2976,213,10,"If it is the opposite
gender of the user,
the foe becomes
infatuated and less
likely to attack."
2977,213,11,"If it is the opposite gender of the user,
the target becomes infatuated and less
likely to attack."
2978,213,14,"If it is the opposite gender of the user,
the target becomes infatuated and less
likely to attack."
2979,213,15,"If it is the opposite gender of the user,
the target becomes infatuated and less
likely to attack."
2980,213,16,"If it is the opposite gender of the user,
the target becomes infatuated and less
likely to attack."
2981,213,17,"If it is the opposite gender of the user, the target
becomes infatuated and less likely to attack."
2982,213,18,"If it is the opposite gender of the user, the target
becomes infatuated and less likely to attack."
2983,214,3,"Randomly attacks
while asleep."
2984,214,4,"Randomly attacks
while asleep."
2985,214,5,"Uses an own move randomly
while asleep."
2986,214,6,"Uses an available move
randomly while asleep."
2987,214,7,"While asleep, the
user randomly uses
one of the moves it
knows."
2988,214,8,"While it is asleep, the
user randomly uses
one of the moves it
knows.
"
2989,214,9,"While it is asleep, the
user randomly uses
one of the moves it
knows.
"
2990,214,10,"While it is asleep, the
user randomly uses
one of the moves it
knows.
"
2991,214,11,"While it is asleep, the user randomly uses
one of the moves it knows."
2992,214,14,"While it is asleep, the user randomly uses
one of the moves it knows."
2993,214,15,"While it is asleep, the user randomly uses
one of the moves it knows."
2994,214,16,"While it is asleep, the user randomly uses
one of the moves it knows."
2995,214,17,"While it is asleep, the user randomly uses one of the
moves it knows."
2996,214,18,"While it is asleep, the user randomly uses one of the
moves it knows."
2997,215,3,"Eliminates all
status problems."
2998,215,4,"Eliminates all
status problems."
2999,215,5,"Chimes soothingly to heal
all status abnormalities."
3000,215,6,"Chimes soothingly to heal
all status abnormalities."
3001,215,7,"A soothing bell
chimes to heal the
status problems of
all allies."
3002,215,8,"The user makes a
soothing bell chime
to heal the status
problems of all the
party Pokémon."
3003,215,9,"The user makes a
soothing bell chime
to heal the status
problems of all the
party Pokémon."
3004,215,10,"The user makes a
soothing bell chime
to heal the status
problems of all the
party Pokémon."
3005,215,11,"The user makes a soothing bell chime
to heal the status problems of all the
party Pokémon."
3006,215,14,"The user makes a soothing bell chime
to heal the status problems of all the
party Pokémon."
3007,215,15,"The user makes a soothing bell chime
to heal the status conditions of all the
party Pokémon."
3008,215,16,"The user makes a soothing bell chime
to heal the status conditions of all the
party Pokémon."
3009,215,17,"The user makes a soothing bell chime to heal the
status conditions of all the party Pokémon."
3010,215,18,"The user makes a soothing bell chime to heal the
status conditions of all the party Pokémon."
3011,216,3,"An attack that is
based on loyalty."
3012,216,4,"An attack that is
based on loyalty."
3013,216,5,"An attack that increases
in power with friendship."
3014,216,6,"An attack that increases
in power with friendship."
3015,216,7,"This attack move
grows more powerful
the more the user
likes its TRAINER."
3016,216,8,"A full-power attack
that grows more
powerful the more
the user likes its
Trainer."
3017,216,9,"A full-power attack
that grows more
powerful the more
the user likes its
Trainer."
3018,216,10,"A full-power attack
that grows more
powerful the more
the user likes its
Trainer."
3019,216,11,"A full-power attack that grows more
powerful the more the user likes
its Trainer."
3020,216,14,"A full-power attack that grows more
powerful the more the user likes
its Trainer."
3021,216,15,"A full-power attack that grows more
powerful the more the user likes
its Trainer."
3022,216,16,"A full-power attack that grows more
powerful the more the user likes
its Trainer."
3023,216,17,"This full-power attack grows more powerful the
more the user likes its Trainer."
3024,216,18,"This full-power attack grows more powerful the
more the user likes its Trainer."
3025,217,3,"A bomb that may
restore HP."
3026,217,4,"A bomb that may
restore HP."
3027,217,5,"A gift in the form of a
bomb. May restore HP."
3028,217,6,"A gift in the form of a
bomb. May restore HP."
3029,217,7,"The foe is given a
booby-trapped gift.
It restores HP
sometimes, however."
3030,217,8,"The user attacks by
giving the foe a
booby-trapped gift.
It restores HP
sometimes, however."
3031,217,9,"The user attacks by
giving the foe a
booby-trapped gift.
It restores HP
sometimes, however."
3032,217,10,"The user attacks by
giving the foe a
booby-trapped gift.
It restores HP
sometimes, however."
3033,217,11,"The user attacks by giving the target a
gift with a hidden trap. It restores
HP sometimes, however."
3034,217,14,"The user attacks by giving the target a
gift with a hidden trap. It restores
HP sometimes, however."
3035,217,15,"The user attacks by giving the target a
gift with a hidden trap. It restores
HP sometimes, however."
3036,217,16,"The user attacks by giving the target a
gift with a hidden trap. It restores
HP sometimes, however."
3037,217,17,"The user attacks by giving the target a gift with a
hidden trap. It restores HP sometimes, however."
3038,217,18,"The user attacks by giving the target a gift with a
hidden trap. It restores HP sometimes, however."
3039,218,3,"An attack based on
lack of loyalty."
3040,218,4,"An attack based on
lack of loyalty."
3041,218,5,"An attack that is stronger
if the TRAINER is disliked."
3042,218,6,"An attack that is stronger
if the TRAINER is disliked."
3043,218,7,"This attack move
grows more powerful
the less the user
likes its TRAINER."
3044,218,8,"A full-power attack
that grows more
powerful the less
the user likes its
Trainer."
3045,218,9,"A full-power attack
that grows more
powerful the less
the user likes its
Trainer."
3046,218,10,"A full-power attack
that grows more
powerful the less
the user likes its
Trainer."
3047,218,11,"A full-power attack that grows more
powerful the less the user likes
its Trainer."
3048,218,14,"A full-power attack that grows more
powerful the less the user likes
its Trainer."
3049,218,15,"A full-power attack that grows more
powerful the less the user likes
its Trainer."
3050,218,16,"A full-power attack that grows more
powerful the less the user likes
its Trainer."
3051,218,17,"This full-power attack grows more powerful the
less the user likes its Trainer."
3052,218,18,"This full-power attack grows more powerful the
less the user likes its Trainer."
3053,219,3,"Prevents all
status problems."
3054,219,4,"Prevents all
status problems."
3055,219,5,"A mystical force prevents
all status problems."
3056,219,6,"A mystical force prevents
all status problems."
3057,219,7,"It protects the
user’s party from
all status problems
for five turns."
3058,219,8,"The user creates a
protective field that
prevents status
problems for five
turns."
3059,219,9,"The user creates a
protective field that
prevents status
problems for five
turns."
3060,219,10,"The user creates a
protective field that
prevents status
problems for five
turns."
3061,219,11,"The user creates a protective field that
prevents status problems for five turns."
3062,219,14,"The user creates a protective field that
prevents status problems for five turns."
3063,219,15,"The user creates a protective field
that prevents status conditions
for five turns."
3064,219,16,"The user creates a protective field
that prevents status conditions
for five turns."
3065,219,17,"The user creates a protective field that prevents
status conditions for five turns."
3066,219,18,"The user creates a protective field that prevents
status conditions for five turns."
3067,220,3,"Adds user & foe's
HPs. Shares total."
3068,220,4,"Adds user & foe's
HPs. Shares total."
3069,220,5,"Adds the user and foe’s HP,
then shares them equally."
3070,220,6,"Adds the user and foe’s HP,
then shares them equally."
3071,220,7,"The user adds its
HP to the foe’s HP,
then equally shares
the total HP."
3072,220,8,"The user adds its HP
to the foe’s HP, then
equally shares the
combined HP with the
foe."
3073,220,9,"The user adds its HP
to the foe’s HP, then
equally shares the
combined HP with the
foe."
3074,220,10,"The user adds its HP
to the foe’s HP, then
equally shares the
combined HP with the
foe."
3075,220,11,"The user adds its HP to the target’s HP,
then equally shares the combined HP
with the target."
3076,220,14,"The user adds its HP to the target’s HP,
then equally shares the combined HP
with the target."
3077,220,15,"The user adds its HP to the target’s HP,
then equally shares the combined HP
with the target."
3078,220,16,"The user adds its HP to the target’s HP,
then equally shares the combined HP
with the target."
3079,220,17,"The user adds its HP to the target’s HP, then equally
shares the combined HP with the target."
3080,220,18,"The user adds its HP to the target’s HP, then equally
shares the combined HP with the target."
3081,221,3,"An attack that may
inflict a burn."
3082,221,4,"An attack that may
inflict a burn."
3083,221,5,"A mystical fire attack that
may inflict a burn."
3084,221,6,"A mystical fire attack that
may inflict a burn."
3085,221,7,"A mystical and
powerful fire
attack that may
inflict a burn."
3086,221,8,"The foe is razed with
a mystical fire of
great intensity.
It may also leave the
target with a burn."
3087,221,9,"The foe is razed with
a mystical fire of
great intensity.
It may also leave the
target with a burn."
3088,221,10,"The foe is razed with
a mystical fire of
great intensity.
It may also leave the
target with a burn."
3089,221,11,"The target is razed with a mystical fire
of great intensity. It may also leave the
target with a burn."
3090,221,14,"The target is razed with a mystical fire
of great intensity. It may also leave the
target with a burn."
3091,221,15,"The target is razed with a mystical fire
of great intensity. This may also leave the
target with a burn."
3092,221,16,"The target is razed with a mystical fire
of great intensity. This may also leave the
target with a burn."
3093,221,17,"The target is razed with a mystical fire of great
intensity. This may also leave the target with a burn."
3094,221,18,"The target is razed with a mystical fire of great
intensity. This may also leave the target with a burn."
3095,222,3,"A ground attack
with random power."
3096,222,4,"A ground attack
with random power."
3097,222,5,"A ground-shaking attack
of random intensity."
3098,222,6,"A ground-shaking attack
of random intensity."
3099,222,7,"A ground-shaking
attack against all
standing POKéMON.
Its power varies."
3100,222,8,"The user looses a
ground-shaking quake
affecting everyone in
battle. Its power
varies."
3101,222,9,"The user looses a
ground-shaking quake
affecting everyone in
battle. Its power
varies."
3102,222,10,"The user looses a
ground-shaking quake
affecting everyone in
battle. Its power
varies."
3103,222,11,"The user looses a ground-shaking quake
affecting everyone around the user.
Its power varies."
3104,222,14,"The user looses a ground-shaking quake
affecting everyone around the user.
Its power varies."
3105,222,15,"The user attacks everything around it
with a ground-shaking quake.
Its power varies."
3106,222,16,"The user attacks everything around it
with a ground-shaking quake.
Its power varies."
3107,222,17,"The user attacks everything around it with a
ground-shaking quake. Its power varies."
3108,222,18,"The user attacks everything around it with a
ground-shaking quake. Its power varies."
3109,223,3,"An attack that
always confuses."
3110,223,4,"An attack that
always confuses."
3111,223,5,"Powerful and sure to cause
confusion, but inaccurate."
3112,223,6,"Powerful and sure to cause
confusion, but inaccurate."
3113,223,7,"The foe is punched
with the user’s full
power. It confuses
the foe if it hits."
3114,223,8,"The foe is punched
with the user’s full,
concentrated power.
It confuses the foe
if it hits."
3115,223,9,"The foe is punched
with the user’s full,
concentrated power.
It confuses the foe
if it hits."
3116,223,10,"The foe is punched
with the user’s full,
concentrated power.
It confuses the foe
if it hits."
3117,223,11,"The user punches the target with full,
concentrated power.
It confuses the target if it hits."
3118,223,14,"The user punches the target with full,
concentrated power.
It confuses the target if it hits."
3119,223,15,"The user punches the target with full,
concentrated power.
This confuses the target if it hits."
3120,223,16,"The user punches the target with full,
concentrated power.
This confuses the target if it hits."
3121,223,17,"The user punches the target with full, concentrated
power. This confuses the target if it hits."
3122,223,18,"The user punches the target with full, concentrated
power. This confuses the target if it hits."
3123,224,3,"A powerful charge
attack."
3124,224,4,"A powerful charge
attack."
3125,224,5,"A brutal ramming attack
using out-thrust horns."
3126,224,6,"A brutal ramming attack
using out-thrust horns."
3127,224,7,"A brutal ramming
attack delivered
with a tough and
impressive horn."
3128,224,8,"Utilizing its tough
and impressive
horn, the user
rams into the foe 
with no letup.
"
3129,224,9,"Utilizing its tough
and impressive
horn, the user
rams into the foe 
with no letup.
"
3130,224,10,"Using its tough
and impressive
horn, the user
rams into the foe 
with no letup.
"
3131,224,11,"Using its tough and impressive horn,
the user rams into the target
with no letup."
3132,224,14,"Using its tough and impressive horn,
the user rams into the target
with no letup."
3133,224,15,"Using its tough and impressive horn,
the user rams into the target
with no letup."
3134,224,16,"Using its tough and impressive horn,
the user rams into the target
with no letup."
3135,224,17,"Using its tough and impressive horn, the user rams
into the target with no letup."
3136,224,18,"Using its tough and impressive horn, the user rams
into the target with no letup."
3137,225,3,"A strong breath
attack."
3138,225,4,"A strong breath
attack."
3139,225,5,"Strikes the foe with an
incredible blast of breath."
3140,225,6,"Strikes the foe with an
incredible blast of breath."
3141,225,7,"The foe is hit with
an incredible blast
of breath that may
also paralyze."
3142,225,8,"The user exhales
a mighty gust that
inflicts damage.
It may also paralyze
the target."
3143,225,9,"The user exhales
a mighty gust that
inflicts damage.
It may also paralyze
the target."
3144,225,10,"The user exhales
a mighty gust that
inflicts damage.
It may also paralyze
the target."
3145,225,11,"The user exhales a mighty gust that
inflicts damage. It may also leave the
target with paralysis."
3146,225,14,"The user exhales a mighty gust that
inflicts damage. It may also leave the
target with paralysis."
3147,225,15,"The user exhales a mighty gust that
inflicts damage. This may also leave the
target with paralysis."
3148,225,16,"The user exhales a mighty gust that
inflicts damage. This may also leave the
target with paralysis."
3149,225,17,"The user exhales a mighty gust that inflicts damage.
This may also leave the target with paralysis."
3150,225,18,"The user exhales a mighty gust that inflicts damage.
This may also leave the target with paralysis."
3151,226,3,"Switches while
keeping effects."
3152,226,4,"Switches while
keeping effects."
3153,226,5,"Switches out the user while
keeping effects in play."
3154,226,6,"Switches out the user while
keeping effects in play."
3155,226,7,"The user switches
out, passing along
any stat changes
to the new battler."
3156,226,8,"The user switches
places with a party
Pokémon in waiting,
passing along any
stat changes."
3157,226,9,"The user switches
places with a party
Pokémon in waiting,
passing along any
stat changes."
3158,226,10,"The user switches
places with a party
Pokémon in waiting,
passing along any
stat changes."
3159,226,11,"The user switches places with a party
Pokémon in waiting, passing along any
stat changes."
3160,226,14,"The user switches places with a party
Pokémon in waiting, passing along any
stat changes."
3161,226,15,"The user switches places with a party
Pokémon in waiting and passes along
any stat changes."
3162,226,16,"The user switches places with a party
Pokémon in waiting and passes along
any stat changes."
3163,226,17,"The user switches places with a party Pokémon in
waiting and passes along any stat changes."
3164,226,18,"The user switches places with a party Pokémon in
waiting and passes along any stat changes."
3165,227,3,"Makes the foe re­
peat 2-6 times."
3166,227,4,"Makes the foe re­
peat 2-6 times."
3167,227,5,"Makes the foe repeat its
last move over 2 to 6 turns."
3168,227,6,"Makes the foe repeat its
last move over 2 to 6 turns."
3169,227,7,"Makes the foe use
the move it last
used repeatedly for
two to six turns."
3170,227,8,"The user compels the
foe to keep using
only the move it last
used for two to six
turns."
3171,227,9,"The user compels the
foe to keep using
only the move it last
used for three to
seven turns."
3172,227,10,"The user compels the
foe to keep using
only the move it last
used for three to
seven turns."
3173,227,11,"The user compels the target
to keep using only the move
it last used for three turns."
3174,227,14,"The user compels the target
to keep using only the move
it last used for three turns."
3175,227,15,"The user compels the target
to keep using only the move
it last used for three turns."
3176,227,16,"The user compels the target
to keep using only the move
it last used for three turns."
3177,227,17,"The user compels the target to keep using the move
it encored for three turns."
3178,227,18,"The user compels the target to keep using the move
it encored for three turns."
3179,228,3,"Heavily strikes
switching POKéMON."
3180,228,4,"Heavily strikes
switching POKéMON."
3181,228,5,"Inflicts bad damage if used
on a foe switching out."
3182,228,6,"Inflicts bad damage if used
on a foe switching out."
3183,228,7,"An attack move that
works especially
well on a foe that
is switching out."
3184,228,8,"An attack move that
inflicts double damage
if used on a foe that
is switching out of
battle."
3185,228,9,"An attack move that
inflicts double damage
if used on a foe that
is switching out of
battle."
3186,228,10,"An attack move that
inflicts double damage
if used on a foe that
is switching out of
battle."
3187,228,11,"An attack move that inflicts double damage
if used on a target that is switching out
of battle."
3188,228,14,"An attack move that inflicts double damage
if used on a target that is switching out
of battle."
3189,228,15,"An attack move that inflicts double damage
if used on a target that is switching out
of battle."
3190,228,16,"An attack move that inflicts double damage
if used on a target that is switching out
of battle."
3191,228,17,"The power of this attack move is doubled if it’s used
on a target that’s switching out of battle."
3192,228,18,"The power of this attack move is doubled if it’s used
on a target that’s switching out of battle."
3193,229,3,"A high-speed
spinning attack."
3194,229,4,"A high-speed
spinning attack."
3195,229,5,"Spins the body at high
speed to strike the foe."
3196,229,6,"Spins the body at high
speed to strike the foe."
3197,229,7,"An attack that
frees the user from
BIND, WRAP, LEECH
SEED, and SPIKES."
3198,229,8,"A spin attack that
can also eliminate
such moves as Bind,
Wrap, Leech Seed,
and Spikes."
3199,229,9,"A spin attack that
can also eliminate
such moves as Bind,
Wrap, Leech Seed,
and Spikes."
3200,229,10,"A spin attack that
can also eliminate
such moves as Bind,
Wrap, Leech Seed,
and Spikes."
3201,229,11,"A spin attack that can also eliminate
such moves as Bind, Wrap, Leech Seed,
and Spikes."
3202,229,14,"A spin attack that can also eliminate
such moves as Bind, Wrap, Leech Seed,
and Spikes."
3203,229,15,"A spin attack that can also eliminate
such moves as Bind, Wrap, Leech Seed,
and Spikes."
3204,229,16,"A spin attack that can also eliminate
such moves as Bind, Wrap, Leech Seed,
and Spikes."
3205,229,17,"A spin attack that can also eliminate such moves as
Bind, Wrap, Leech Seed, and Spikes."
3206,229,18,"A spin attack that can also eliminate such moves as
Bind, Wrap, Leech Seed, and Spikes."
3207,230,3,"Reduces the foe's
evasiveness."
3208,230,4,"Reduces the foe's
evasiveness."
3209,230,5,"Allures the foe to reduce
evasiveness."
3210,230,6,"Allures the foe to reduce
evasiveness."
3211,230,7,"Allures the foe to
reduce evasiveness.
It also attracts
wild POKéMON."
3212,230,8,"A sweet scent that
lowers the foe’s
evasiveness. It also
lures wild Pokémon
if used in grass, etc."
3213,230,9,"A sweet scent that
lowers the foe’s
evasiveness. It also
lures wild Pokémon
if used in grass, etc."
3214,230,10,"A sweet scent that
lowers the foe’s
evasiveness. It also
lures wild Pokémon
if used in grass, etc."
3215,230,11,"A sweet scent that lowers the opposing
team’s evasiveness. It also lures wild
Pokémon if used in grass, etc."
3216,230,14,"A sweet scent that lowers the opposing
team’s evasiveness. It also lures wild
Pokémon if used in grass, etc."
3217,230,15,"A sweet scent that harshly lowers opposing
Pokémon’s evasiveness. This also lures wild
Pokémon if used in places such as tall grass."
3218,230,16,"A sweet scent that harshly lowers opposing
Pokémon’s evasiveness. This also lures wild
Pokémon if used in places such as tall grass."
3219,230,17,"A sweet scent that harshly lowers opposing
Pokémon’s evasiveness."
3220,230,18,"A sweet scent that harshly lowers opposing
Pokémon’s evasiveness."
3221,231,3,"An attack that may
reduce DEFENSE."
3222,231,4,"An attack that may
reduce DEFENSE."
3223,231,5,"Attacks with a rock-hard
tail. May lower DEFENSE."
3224,231,6,"Attacks with a rock-hard
tail. May lower DEFENSE."
3225,231,7,"An attack with a
steel-hard tail.
It may lower the
foe’s DEFENSE stat."
3226,231,8,"The foe is slammed
with a steel-hard
tail. It may also
lower the target’s
Defense stat."
3227,231,9,"The foe is slammed
with a steel-hard
tail. It may also
lower the target’s
Defense stat."
3228,231,10,"The foe is slammed
with a steel-hard
tail. It may also
lower the target’s
Defense stat."
3229,231,11,"The target is slammed with a steel-hard
tail. It may also lower the target’s
Defense stat."
3230,231,14,"The target is slammed with a steel-hard
tail. It may also lower the target’s
Defense stat."
3231,231,15,"The target is slammed with a steel-hard
tail. This may also lower the target’s
Defense stat."
3232,231,16,"The target is slammed with a steel-hard
tail. This may also lower the target’s
Defense stat."
3233,231,17,"The target is slammed with a steel-hard tail.
This may also lower the target’s Defense stat."
3234,231,18,"The target is slammed with a steel-hard tail.
This may also lower the target’s Defense stat."
3235,232,3,"An attack that may
up user's ATTACK."
3236,232,4,"An attack that may
up user's ATTACK."
3237,232,5,"A claw attack that may
raise the user’s ATTACK."
3238,232,6,"A claw attack that may
raise the user’s ATTACK."
3239,232,7,"The foe is attacked
with steel claws.
It may also raise
the user’s ATTACK."
3240,232,8,"The foe is raked
with steel claws.
It may also raise the
user’s Attack stat.
"
3241,232,9,"The foe is raked
with steel claws.
It may also raise the
user’s Attack stat.
"
3242,232,10,"The foe is raked
with steel claws.
It may also raise the
user’s Attack stat.
"
3243,232,11,"The target is raked with steel claws.
It may also raise the user’s Attack stat."
3244,232,14,"The target is raked with steel claws.
It may also raise the user’s Attack stat."
3245,232,15,"The target is raked with steel claws.
This may also raise the user’s Attack stat."
3246,232,16,"The target is raked with steel claws.
This may also raise the user’s Attack stat."
3247,232,17,"The target is raked with steel claws. This may also
raise the user’s Attack stat."
3248,232,18,"The target is raked with steel claws. This may also
raise the user’s Attack stat."
3249,233,3,"A 2nd-strike move
that never misses."
3250,233,4,"A 2nd-strike move
that never misses."
3251,233,5,"Makes the user’s move last,
but it never misses."
3252,233,6,"Makes the user’s move last,
but it never misses."
3253,233,7,"Makes the user
attack after the
foe. In return,
it will not miss."
3254,233,8,"The user allows the
foe to attack first.
In return, this throw
move is guaranteed
not to miss."
3255,233,9,"The user allows the
foe to attack first.
In return, this throw
move is guaranteed
not to miss."
3256,233,10,"The user allows the
foe to attack first.
In return, this throw
move is guaranteed
not to miss."
3257,233,11,"The user attacks last.
In return, this throw move is
guaranteed not to miss."
3258,233,14,"The user attacks last.
In return, this throw move is
guaranteed not to miss."
3259,233,15,"The user attacks last. In return, this throw
move never misses."
3260,233,16,"The user attacks last. In return, this throw
move never misses."
3261,233,17,"The user attacks last. In return, this throw move
never misses."
3262,233,18,"The user attacks last. In return, this throw move
never misses."
3263,234,3,"Restores HP
(varies by time)."
3264,234,4,"Restores HP
(varies by time)."
3265,234,5,"Restores HP. The amount
varies with the weather."
3266,234,6,"Restores HP. The amount
varies with the weather."
3267,234,7,"Restores the user’s
HP. The amount of
HP regained varies
with the weather."
3268,234,8,"The user restores its
own HP.
The amount of HP
regained varies with
the weather."
3269,234,9,"The user restores its
own HP.
The amount of HP
regained varies with
the weather."
3270,234,10,"The user restores its
own HP.
The amount of HP
regained varies with
the weather."
3271,234,11,"The user restores its own HP.
The amount of HP regained varies
with the weather."
3272,234,14,"The user restores its own HP.
The amount of HP regained varies
with the weather."
3273,234,15,"The user restores its own HP.
The amount of HP regained varies
with the weather."
3274,234,16,"The user restores its own HP.
The amount of HP regained varies
with the weather."
3275,234,17,"The user restores its own HP. The amount of HP
regained varies with the weather."
3276,234,18,"The user restores its own HP. The amount of HP
regained varies with the weather."
3277,235,3,"Restores HP
(varies by time)."
3278,235,4,"Restores HP
(varies by time)."
3279,235,5,"Restores HP. The amount
varies with the weather."
3280,235,6,"Restores HP. The amount
varies with the weather."
3281,235,7,"Restores the user’s
HP. The amount of
HP regained varies
with the weather."
3282,235,8,"The user restores its
own HP.
The amount of HP
regained varies with
the weather."
3283,235,9,"The user restores its
own HP.
The amount of HP
regained varies with
the weather."
3284,235,10,"The user restores its
own HP.
The amount of HP
regained varies with
the weather."
3285,235,11,"The user restores its own HP.
The amount of HP regained varies
with the weather."
3286,235,14,"The user restores its own HP.
The amount of HP regained varies
with the weather."
3287,235,15,"The user restores its own HP.
The amount of HP regained varies
with the weather."
3288,235,16,"The user restores its own HP.
The amount of HP regained varies
with the weather."
3289,235,17,"The user restores its own HP. The amount of HP
regained varies with the weather."
3290,235,18,"The user restores its own HP. The amount of HP
regained varies with the weather."
3291,236,3,"Restores HP
(varies by time)."
3292,236,4,"Restores HP
(varies by time)."
3293,236,5,"Restores HP. The amount
varies with the weather."
3294,236,6,"Restores HP. The amount
varies with the weather."
3295,236,7,"Restores the user’s
HP. The amount of
HP regained varies
with the weather."
3296,236,8,"The user restores its
own HP.
The amount of HP
regained varies with
the weather."
3297,236,9,"The user restores its
own HP.
The amount of HP
regained varies with
the weather."
3298,236,10,"The user restores its
own HP.
The amount of HP
regained varies with
the weather."
3299,236,11,"The user restores its own HP.
The amount of HP regained varies
with the weather."
3300,236,14,"The user restores its own HP.
The amount of HP regained varies
with the weather."
3301,236,15,"The user restores its own HP.
The amount of HP regained varies
with the weather."
3302,236,16,"The user restores its own HP.
The amount of HP regained varies
with the weather."
3303,236,17,"The user restores its own HP. The amount of HP
regained varies with the weather."
3304,236,18,"The user restores its own HP. The amount of HP
regained varies with the weather."
3305,237,3,"The power varies
with the POKéMON."
3306,237,4,"The power varies
with the POKéMON."
3307,237,5,"The effectiveness varies
with the user."
3308,237,6,"The effectiveness varies
with the user."
3309,237,7,"An attack that
varies in type and
intensity depending
on the user."
3310,237,8,"A unique attack that
varies in type and
intensity depending
on the Pokémon using
it."
3311,237,9,"A unique attack that
varies in type and
intensity depending
on the Pokémon using
it."
3312,237,10,"A unique attack that
varies in type and
intensity depending
on the Pokémon using
it."
3313,237,11,"A unique attack that varies in type and
intensity depending on the Pokémon
using it."
3314,237,14,"A unique attack that varies in type and
intensity depending on the Pokémon
using it."
3315,237,15,"A unique attack that varies in type
depending on the Pokémon using it.
"
3316,237,16,"A unique attack that varies in type
depending on the Pokémon using it.
"
3317,237,17,"A unique attack that varies in type depending on the
Pokémon using it."
3318,237,18,"A unique attack that varies in type depending on the
Pokémon using it."
3319,238,3,"Has a high criti­
cal hit ratio."
3320,238,4,"Has a high criti­
cal hit ratio."
3321,238,5,"A double-chopping attack.
High critical-hit ratio."
3322,238,6,"A double-chopping attack.
High critical-hit ratio."
3323,238,7,"The foe is hit with
double chops.
It has a high
critical-hit ratio."
3324,238,8,"The user delivers a
double chop with its
forearms crossed.
It has a high
critical-hit ratio."
3325,238,9,"The user delivers a
double chop with its
forearms crossed.
It has a high
critical-hit ratio."
3326,238,10,"The user delivers a
double chop with its
forearms crossed.
It has a high
critical-hit ratio."
3327,238,11,"The user delivers a double chop with its
forearms crossed.
Critical hits land more easily."
3328,238,14,"The user delivers a double chop with its
forearms crossed.
Critical hits land more easily."
3329,238,15,"The user delivers a double chop with its
forearms crossed.
Critical hits land more easily."
3330,238,16,"The user delivers a double chop with its
forearms crossed.
Critical hits land more easily."
3331,238,17,"The user delivers a double chop with its forearms
crossed. Critical hits land more easily."
3332,238,18,"The user delivers a double chop with its forearms
crossed. Critical hits land more easily."
